date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:37:04	79013/79013	---M--	200	added ('OK')	application/pdf	etag:%22532d4dc6-134a5%22	http://de.ifmo.ru/--doc/semanticNT.pdf	./sites/de.ifmo.ru/--doc/semanticNT.pdf	(from http://de.ifmo.ru/index.php?node=0)
21:37:13	148121/148121	---M--	200	added ('OK')	application/pdf	etag:%22532d4dc6-24299%22	http://de.ifmo.ru/--doc/20122013spring.pdf	./sites/de.ifmo.ru/--doc/20122013spring.pdf	(from http://de.ifmo.ru/index.php?node=0)
21:42:10	1838920/1838920	---M--	200	added ('OK')	application/pdf	etag:%22532d4dc0-1c0f48%22	http://de.ifmo.ru/--doc/report_1_4_1_p6_site.pdf	./sites/de.ifmo.ru/--doc/report_1_4_1_p6_site.pdf	(from http://de.ifmo.ru/index.php?node=0)
21:42:11	29370/29370	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:45:48%20GMT	http://de.ifmo.ru/--data/-cyber-net_2008_05.htm	./sites/de.ifmo.ru/--data/-cyber-net_2008_05.html	(from http://de.ifmo.ru/index.php?node=0)
21:42:11	17484/17484	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:42:11%20GMT	http://de.ifmo.ru/index.php?doc_open=-cyber-net_08.html	./sites/de.ifmo.ru/indexec4f.html	(from http://de.ifmo.ru/index.php?node=0)
21:42:12	1415/1415	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:33:34%20GMT	http://de.ifmo.ru/exam/photo_8.htm	./sites/de.ifmo.ru/exam/photo_8.html	(from http://de.ifmo.ru/index.php?node=0)
21:42:12	1425/1425	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:33:34%20GMT	http://de.ifmo.ru/exam/photo_7.htm	./sites/de.ifmo.ru/exam/photo_7.html	(from http://de.ifmo.ru/index.php?node=0)
21:42:13	1452/1452	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:33:34%20GMT	http://de.ifmo.ru/exam/photo_6.htm	./sites/de.ifmo.ru/exam/photo_6.html	(from http://de.ifmo.ru/index.php?node=0)
21:42:13	1439/1439	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:33:34%20GMT	http://de.ifmo.ru/exam/photo_5.htm	./sites/de.ifmo.ru/exam/photo_5.html	(from http://de.ifmo.ru/index.php?node=0)
21:43:53	616898/616898	---M--	200	added ('OK')	application/zip	etag:%22532d4dbe-969c2%22	http://de.ifmo.ru/--doc/vl.zip	./sites/de.ifmo.ru/--doc/vl.zip	(from http://de.ifmo.ru/index.php?node=0)
21:43:54	17060/17060	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:43:53%20GMT	http://de.ifmo.ru/index.php?doc_open=-fotootchet.html	./sites/de.ifmo.ru/index85c9.html	(from http://de.ifmo.ru/index.php?node=0)
21:43:54	8766/8766	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:33:35%20GMT	http://de.ifmo.ru/exam/test.htm	./sites/de.ifmo.ru/exam/test.html	(from http://de.ifmo.ru/index.php?node=0)
21:43:55	19318/19318	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:33:32%20GMT	http://de.ifmo.ru/exam/help.htm	./sites/de.ifmo.ru/exam/help.html	(from http://de.ifmo.ru/index.php?node=0)
21:43:55	16978/16978	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:43:55%20GMT	http://de.ifmo.ru/index.php?doc_open=-foto_0612.html	./sites/de.ifmo.ru/index9c80.html	(from http://de.ifmo.ru/index.php?node=0)
21:49:27	2050191/2050191	---M--	200	added ('OK')	application/pdf	etag:%22532d4dbe-1f488f%22	http://de.ifmo.ru/--doc/tz_47.pdf	./sites/de.ifmo.ru/--doc/tz_47.pdf	(from http://de.ifmo.ru/index.php?node=0)
21:49:27	3306/3306	---M--	200	added ('OK')	application/zip	etag:%22532d4dbd-cea%22	http://de.ifmo.ru/--doc/umk_z2004.zip	./sites/de.ifmo.ru/--doc/umk_z2004.zip	(from http://de.ifmo.ru/index.php?node=0)
21:51:18	5341688/5341688	---M--	200	added ('OK')	application/pdf	etag:%22532d4dc0-5181f8%22	http://de.ifmo.ru/--doc/report_1_4_1_p5_site.pdf	./sites/de.ifmo.ru/--doc/report_1_4_1_p5_site.pdf	(from http://de.ifmo.ru/index.php?node=0)
21:51:19	17020/17020	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:51:18%20GMT	http://de.ifmo.ru/index.php?doc_open=-kursy_vypusk_sv05.html	./sites/de.ifmo.ru/index35e7.html	(from http://de.ifmo.ru/index.php?node=0)
21:51:19	23985/23985	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:33:33%20GMT	http://de.ifmo.ru/exam/	./sites/de.ifmo.ru/exam/index.html	(from http://de.ifmo.ru/index.php?node=0)
21:51:33	5381855/5381855	---M--	200	added ('OK')	application/pdf	etag:%22532d4dc0-521edf%22	http://de.ifmo.ru/--doc/report_1_4_1_p4_site.pdf	./sites/de.ifmo.ru/--doc/report_1_4_1_p4_site.pdf	(from http://de.ifmo.ru/index.php?node=0)
21:51:34	18231/18231	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:51:33%20GMT	http://de.ifmo.ru/index.php?doc_open=-sh-fc.html	./sites/de.ifmo.ru/indexf2b6.html	(from http://de.ifmo.ru/index.php?node=0)
21:51:35	16722/16722	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:51:34%20GMT	http://de.ifmo.ru/index.php?doc_open=-ia-main.php	./sites/de.ifmo.ru/index81b5.html	(from http://de.ifmo.ru/index.php?node=0)
21:51:35	22540/22540	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:51:35%20GMT	http://de.ifmo.ru/index.php?doc_open=-sv-sh_pr.html	./sites/de.ifmo.ru/index5c9b.html	(from http://de.ifmo.ru/index.php?node=0)
21:51:41	34232/34232	---M--	200	added ('OK')	application/zip	etag:%22532d4dbc-85b8%22	http://de.ifmo.ru/--doc/tz_lab.zip	./sites/de.ifmo.ru/--doc/tz_lab.zip	(from http://de.ifmo.ru/index.php?node=0)
21:51:42	17036/17036	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:51:41%20GMT	http://de.ifmo.ru/index.php?doc_open=-kursy_vypusk_09.html	./sites/de.ifmo.ru/indexfe80.html	(from http://de.ifmo.ru/index.php?node=0)
21:51:42	17111/17111	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:51:42%20GMT	http://de.ifmo.ru/index.php?doc_open=-new_center.html	./sites/de.ifmo.ru/indexd2a1.html	(from http://de.ifmo.ru/index.php?node=0)
21:54:07	6419654/6419654	---M--	200	added ('OK')	application/pdf	etag:%22532d4dbf-61f4c6%22	http://de.ifmo.ru/--doc/report_1_4_1_p2_site.pdf	./sites/de.ifmo.ru/--doc/report_1_4_1_p2_site.pdf	(from http://de.ifmo.ru/index.php?node=0)
21:54:08	19806/19806	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:54:07%20GMT	http://de.ifmo.ru/index.php?doc_open=-sv-pr200503.html	./sites/de.ifmo.ru/index4b79.html	(from http://de.ifmo.ru/index.php?node=0)
21:54:09	23614/23614	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:54:08%20GMT	http://de.ifmo.ru/index.php?doc_open=-sv-pol_tku.html	./sites/de.ifmo.ru/index8a73.html	(from http://de.ifmo.ru/index.php?node=0)
21:54:13	54791/54791	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:54:12%20GMT	http://de.ifmo.ru/bk_netra/select.php	./sites/de.ifmo.ru/bk_netra/select.html	(from http://de.ifmo.ru/index.php?node=1)
21:54:13	490/490	---M--	200	added ('OK')	image/gif	etag:%22532d4dc7-1ea%22	http://de.ifmo.ru/--images/logo.book.gif	./sites/de.ifmo.ru/--images/logo.book.gif	(from http://de.ifmo.ru/index.php?node=1)
21:54:13	10010/10010	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:45:58%20GMT	http://de.ifmo.ru/--help/bookhelp.html	./sites/de.ifmo.ru/--help/bookhelp.html	(from http://de.ifmo.ru/index.php?node=1)
21:54:18	3825/3825	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:54:17%20GMT	http://de.ifmo.ru/servlet/?Rule=LOGON&LOGIN=tester&SG=771&COMMANDNAME=showWorkSpace&DATA=UNIT_ID=434252|COURSE_ID=133381	./sites/de.ifmo.ru/servlet/index92b9.html	(from http://de.ifmo.ru/index.php?node=1)
21:54:20	90171/90171	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:54:20%20GMT	http://de.ifmo.ru/index.php?node=22	./sites/de.ifmo.ru/index6f17.html	(from http://de.ifmo.ru/index.php?node=2)
21:54:21	15648/15648	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:45:58%20GMT	http://de.ifmo.ru/--help/shed_help.htm	./sites/de.ifmo.ru/--help/shed_help.html	(from http://de.ifmo.ru/index.php?node=2)
21:54:21	7960/7960	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:45:49%20GMT	http://de.ifmo.ru/--doc/-blank_zayavki.html	./sites/de.ifmo.ru/--doc/-blank_zayavki.html	(from http://de.ifmo.ru/index.php?node=2)
21:54:22	5589/5589	---M--	200	added ('OK')	application/zip	etag:%22532d4dbd-15d5%22	http://de.ifmo.ru/--doc/zayav04.zip	./sites/de.ifmo.ru/--doc/zayav04.zip	(from http://de.ifmo.ru/index.php?node=2)
21:54:23	20834/20834	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:54:22%20GMT	http://de.ifmo.ru/index.php?node=4	./sites/de.ifmo.ru/indexa276.html	(from http://de.ifmo.ru/index.php?node=3)
21:54:24	38950/38950	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:54:23%20GMT	http://de.ifmo.ru/index.php?node=5	./sites/de.ifmo.ru/indexe44b.html	(from http://de.ifmo.ru/index.php?node=3)
21:54:25	32664/32664	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:54:24%20GMT	http://de.ifmo.ru/index.php?node=6	./sites/de.ifmo.ru/index26e8.html	(from http://de.ifmo.ru/index.php?node=3)
21:54:44	1975774/1975774	---M--	200	added ('OK')	application/pdf	etag:%22532d4dbd-1e25de%22	http://de.ifmo.ru/--doc/tz_46.pdf	./sites/de.ifmo.ru/--doc/tz_46.pdf	(from http://de.ifmo.ru/index.php?node=0)
21:56:31	1805067/1805067	---M--	200	added ('OK')	application/pdf	etag:%22532d4dbd-1b8b0b%22	http://de.ifmo.ru/--doc/metod_cde_09.pdf	./sites/de.ifmo.ru/--doc/metod_cde_09.pdf	(from http://de.ifmo.ru/index.php?node=0)
21:56:33	1955958/1955958	---M--	200	added ('OK')	application/pdf	etag:%22532d4dbd-1dd876%22	http://de.ifmo.ru/--doc/tz_42.pdf	./sites/de.ifmo.ru/--doc/tz_42.pdf	(from http://de.ifmo.ru/index.php?node=0)
21:57:47	1133092/1133092	---M--	200	added ('OK')	application/zip	etag:%22532d4dbf-114a24%22	http://de.ifmo.ru/--doc/ExamplesInfoResource.zip	./sites/de.ifmo.ru/--doc/ExamplesInfoResource.zip	(from http://de.ifmo.ru/index.php?node=3)
21:57:55	46954/46954	---M--	200	added ('OK')	application/zip	etag:%22532d4dbf-b76a%22	http://de.ifmo.ru/--doc/ExamplesPractice.zip	./sites/de.ifmo.ru/--doc/ExamplesPractice.zip	(from http://de.ifmo.ru/index.php?node=3)
21:57:57	56832/56832	---MCZ	200	added ('OK')	text/plain	date:Sat,%2022%20Mar%202014%2008:45:51%20GMT	http://de.ifmo.ru/--doc/TestFrames.xlt	./sites/de.ifmo.ru/--doc/TestFrames.xlt	(from http://de.ifmo.ru/index.php?node=3)
21:57:58	30720/30720	---MCZ	200	added ('OK')	text/plain	date:Sat,%2022%20Mar%202014%2008:45:51%20GMT	http://de.ifmo.ru/--doc/Tests.xlt	./sites/de.ifmo.ru/--doc/Tests.xlt	(from http://de.ifmo.ru/index.php?node=3)
21:57:59	302/302	---MCZ	200	added ('OK')	text/xml	date:Sat,%2005%20Dec%202015%2018:57:58%20GMT	http://de.ifmo.ru/validator/	./sites/de.ifmo.ru/validator/index.html	(from http://de.ifmo.ru/index.php?node=3)
21:58:03	97134/97134	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:02%20GMT	http://de.ifmo.ru/index.php?doc_open=-listsDisp_2014_2.php	./sites/de.ifmo.ru/index3ab0.html	(from http://de.ifmo.ru/index.php?node=7)
21:58:03	20844/20844	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:03%20GMT	http://de.ifmo.ru/index.php?doc_open=-sh-main.html	./sites/de.ifmo.ru/index7938.html	(from http://de.ifmo.ru/index.php?node=7)
21:58:06	21754/21754	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:05%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=704&year_=1&app_=2015/2016	./sites/de.ifmo.ru/index0b4a.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:08	22683/22683	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:07%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=704&year_=2&app_=2015/2016	./sites/de.ifmo.ru/indexe357.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:10	22454/22454	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:10%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=704&year_=3&app_=2015/2016	./sites/de.ifmo.ru/index497d.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:11	626345/626345	---M--	200	added ('OK')	application/zip	etag:%22532d4dbf-98ea9%22	http://de.ifmo.ru/--doc/ExamplesLaboratory.zip	./sites/de.ifmo.ru/--doc/ExamplesLaboratory.zip	(from http://de.ifmo.ru/index.php?node=3)
21:58:12	21370/21370	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:12%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=704&year_=4&app_=2015/2016	./sites/de.ifmo.ru/index363d.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:14	25595/25595	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:14%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=702&year_=1&app_=2015/2016	./sites/de.ifmo.ru/index3980.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:16	26061/26061	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:16%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=702&year_=2&app_=2015/2016	./sites/de.ifmo.ru/index96b6.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:18	24655/24655	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:17%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=702&year_=3&app_=2015/2016	./sites/de.ifmo.ru/indexdf4b.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:20	23764/23764	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:19%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=702&year_=4&app_=2015/2016	./sites/de.ifmo.ru/indexbaeb.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:21	26431/26431	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:21%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=725&year_=1&app_=2015/2016	./sites/de.ifmo.ru/index5756.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:23	25965/25965	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:23%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=725&year_=2&app_=2015/2016	./sites/de.ifmo.ru/indexa5b1.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:25	22454/22454	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:24%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=725&year_=3&app_=2015/2016	./sites/de.ifmo.ru/indexa397.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:27	22522/22522	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:26%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=725&year_=4&app_=2015/2016	./sites/de.ifmo.ru/index51a6.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:28	26012/26012	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:28%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=717&year_=1&app_=2015/2016	./sites/de.ifmo.ru/indexaf87.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:30	25314/25314	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:30%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=717&year_=2&app_=2015/2016	./sites/de.ifmo.ru/indexc341.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:32	22485/22485	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:31%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=717&year_=3&app_=2015/2016	./sites/de.ifmo.ru/indexdab2.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:34	23416/23416	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:33%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=717&year_=4&app_=2015/2016	./sites/de.ifmo.ru/index711f.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:35	26336/26336	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:35%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=703&year_=1&app_=2015/2016	./sites/de.ifmo.ru/indexdfe5.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:37	25605/25605	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:37%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=703&year_=2&app_=2015/2016	./sites/de.ifmo.ru/indexaf77.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:39	26186/26186	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:39%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=703&year_=3&app_=2015/2016	./sites/de.ifmo.ru/index1e09.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:41	23912/23912	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:40%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=703&year_=4&app_=2015/2016	./sites/de.ifmo.ru/indexf85e.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:43	22421/22421	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:42%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=951&year_=1&app_=2015/2016	./sites/de.ifmo.ru/index1a3f.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:44	22543/22543	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:44%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=951&year_=2&app_=2015/2016	./sites/de.ifmo.ru/index2d7e.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:46	25979/25979	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:46%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=951&year_=3&app_=2015/2016	./sites/de.ifmo.ru/index06e2.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:48	22562/22562	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:48%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=951&year_=4&app_=2015/2016	./sites/de.ifmo.ru/index4a4b.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:50	25457/25457	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:49%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=734&year_=1&app_=2015/2016	./sites/de.ifmo.ru/index01fb.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:52	25113/25113	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:51%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=734&year_=2&app_=2015/2016	./sites/de.ifmo.ru/index8f70.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:54	22656/22656	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:53%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=734&year_=3&app_=2015/2016	./sites/de.ifmo.ru/index7b82.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:55	22698/22698	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:55%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=734&year_=4&app_=2015/2016	./sites/de.ifmo.ru/index0e88.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:57	26600/26600	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:57%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=720&year_=1&app_=2015/2016	./sites/de.ifmo.ru/indexc2e4.html	(from http://de.ifmo.ru/index.php?node=8)
21:58:59	25426/25426	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:58:59%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=720&year_=2&app_=2015/2016	./sites/de.ifmo.ru/indexe48f.html	(from http://de.ifmo.ru/index.php?node=8)
21:59:01	22942/22942	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:59:01%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=720&year_=3&app_=2015/2016	./sites/de.ifmo.ru/index7be3.html	(from http://de.ifmo.ru/index.php?node=8)
21:59:02	1981192/1981192	---M--	200	added ('OK')	application/zip	etag:%22532d4dbf-1e3b08%22	http://de.ifmo.ru/--doc/ExamplesTextBook.zip	./sites/de.ifmo.ru/--doc/ExamplesTextBook.zip	(from http://de.ifmo.ru/index.php?node=3)
21:59:03	22592/22592	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:59:03%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=720&year_=4&app_=2015/2016	./sites/de.ifmo.ru/index683d.html	(from http://de.ifmo.ru/index.php?node=8)
21:59:05	22261/22261	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202015%2018:59:04%20GMT	http://de.ifmo.ru/index.php?doc_open=-tops.php&view=topStudent&depId=950&year_=1&app_=2015/2016	./sites/de.ifmo.ru/indexe954.html	(from http://de.ifmo.ru/index.php?node=8)
